,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg09200921,0.1478,0.2936,0.3085,0.1703,0.3321,0.1415,0.0328,0.0728,0.03309936448931694,0.36535316705703735,0.0351061075925827,0.4472227096557617,0.06244000047445297,0.08378200232982635
cg16280667,0.861,0.0701,0.5916,0.8597,0.8342,0.8836,0.9142,0.8536,0.805397629737854,0.9378939867019653,0.8130831122398376,0.9275063276290894,0.8794400095939636,0.6955240368843079
cg03967329,0.891,0.9001,0.8759,0.8837,0.8867,0.8913,0.1141,0.8019,0.7542257905006409,0.8817859888076782,0.6100333333015442,0.8767286539077759,0.7669500112533569,0.6656719446182251
cg14798653,0.9712,0.9702,0.9321,0.9346,0.9351,0.9579,0.9762,0.3188,0.018227143213152885,0.04915579408407211,0.023992221802473068,0.8908418416976929,0.00634999992325902,0.23454704880714417
cg00653312,0.9339,0.5957,0.9266,0.9337,0.9396,0.924,0.9647,0.9086,0.8563503623008728,0.9580014944076538,0.863295316696167,0.9529002904891968,0.9459400177001953,0.861223042011261
cg03760457,0.9618,0.9608,0.9558,0.9566,0.9614,0.948,0.9125,0.1925,0.02227920852601528,0.14744730293750763,0.03535694628953934,0.9075316786766052,0.007449999917298555,0.09923399984836578
cg19816445,0.035,0.0391,0.0378,0.0309,0.0374,0.0295,0.0222,0.0409,0.3190537691116333,0.21418914198875427,0.4333339333534241,0.019420355558395386,0.022940000519156456,0.056877005845308304
cg24300446,0.954,0.9563,0.9409,0.9186,0.9476,0.9469,0.9831,0.7173,0.9283204078674316,0.8786610960960388,0.9383821487426758,0.9328904747962952,0.966509997844696,0.35665300488471985
cg02386420,0.0507,0.0494,0.051,0.0405,0.0508,0.0461,0.0274,0.0373,0.04618048667907715,0.1273811310529709,0.051918886601924896,0.19070644676685333,0.03334999829530716,0.049035001546144485
cg16448702,0.7698,0.9642,0.9379,0.5107,0.9432,0.7168,0.9718,0.8692,0.9494150876998901,0.9722455739974976,0.9669603705406189,0.9554325938224792,0.952750027179718,0.9401699900627136
cg12051710,0.8919,0.8878,0.4761,0.8752,0.7027,0.8926,0.9249,0.8929,0.8697827458381653,0.9274858832359314,0.8956272602081299,0.9389327764511108,0.9378899931907654,0.9039929509162903
cg27037305,0.9184,0.9116,0.8925,0.913,0.9046,0.9065,0.9238,0.9128,0.19993552565574646,0.7038675546646118,0.3700283467769623,0.9349798560142517,0.9488999843597412,0.8973280191421509
cg17125804,0.9808,0.982,0.9759,0.9766,0.9792,0.9781,0.9912,0.9359,0.9627637267112732,0.9725707769393921,0.9385718107223511,0.9841909408569336,0.8537099957466125,0.6410859823226929
cg01105356,0.9744,0.977,0.9786,0.9767,0.9777,0.9645,0.9878,0.6164,0.9618390798568726,0.41778719425201416,0.9445846080780029,0.9395971298217773,0.9554200172424316,0.8800429105758667
cg02524834,0.7474,0.8856,0.8878,0.881,0.9076,0.7816,0.7542,0.6936,0.06841112673282623,0.9041356444358826,0.7466907501220703,0.7752112150192261,0.8521699905395508,0.8370610475540161
cg07099567,0.152,0.8591,0.8144,0.8873,0.8048,0.5768,0.8405,0.8492,0.6906370520591736,0.5047757029533386,0.7334849834442139,0.8497141599655151,0.7905700206756592,0.8887470364570618
cg26757673,0.8916,0.82,0.356,0.1006,0.1484,0.8954,0.9433,0.8812,0.86850905418396,0.9165410399436951,0.907507598400116,0.9257734417915344,0.9002599716186523,0.8575830459594727
cg19979108,0.8293,0.6875,0.3404,0.5626,0.41,0.8102,0.8926,0.1576,0.046058252453804016,0.3550707697868347,0.2166677713394165,0.8866029977798462,0.004900000058114529,0.08311200141906738
cg09400123,0.9683,0.962,0.9477,0.9657,0.9505,0.9593,0.9821,0.9228,0.9569810032844543,0.9786394238471985,0.9619638919830322,0.9748495817184448,0.9708600044250488,0.7341700792312622
cg11070172,0.9627,0.9718,0.9679,0.9549,0.9493,0.1948,0.9801,0.8036,0.9191126227378845,0.9714049696922302,0.8911967873573303,0.9396905303001404,0.963670015335083,0.735101044178009
cg04038246,0.8663,0.8166,0.4038,0.8406,0.5355,0.8981,0.94,0.8443,0.8963300585746765,0.8503139615058899,0.9114165902137756,0.9335733652114868,0.896809995174408,0.9101110696792603
cg25801976,0.0505,0.7786,0.7876,0.126,0.776,0.0356,0.831,0.0766,0.41138017177581787,0.5077463984489441,0.7702722549438477,0.027558928355574608,0.009920000098645687,0.30371299386024475
cg22568423,0.7715,0.7738,0.8389,0.7944,0.8431,0.7082,0.8199,0.1498,0.03590475395321846,0.0971054956316948,0.03877972438931465,0.7338434457778931,0.0,0.030379001051187515
cg12281446,0.047,0.0708,0.0979,0.0516,0.0803,0.0458,0.0311,0.0469,0.4075455069541931,0.10347740352153778,0.3717266619205475,0.02553892508149147,0.042149998247623444,0.055452995002269745
cg26648094,0.9008,0.89,0.8823,0.879,0.88,0.894,0.8085,0.2735,0.8538631200790405,0.8296253681182861,0.8482252359390259,0.8843691945075989,0.8539400100708008,0.7829959392547607
cg10740902,0.0388,0.2711,0.0991,0.0484,0.1572,0.0234,0.0058,0.0134,0.010257304646074772,0.04204460233449936,0.01328805461525917,0.023491423577070236,0.0020699999295175076,0.36209002137184143
cg11348106,0.0588,0.0454,0.716,0.4396,0.7445,0.8614,0.8668,0.798,0.4276319444179535,0.3843526542186737,0.2709236145019531,0.054956067353487015,0.9106199741363525,0.4106910228729248
cg07275218,0.6981,0.6353,0.3061,0.4302,0.3325,0.6668,0.7337,0.2402,0.13203319907188416,0.124966561794281,0.12179749459028244,0.5128808617591858,0.07676000148057938,0.23177897930145264
cg08078028,0.7977,0.889,0.8621,0.8949,0.8779,0.2034,0.9443,0.7702,0.8538450598716736,0.8961474895477295,0.8863427639007568,0.8566574454307556,0.8682600259780884,0.8708230257034302
cg01615704,0.0393,0.2812,0.1404,0.0595,0.2329,0.0176,0.0031,0.1498,0.2753450870513916,0.27089446783065796,0.0092011122033,0.04518089443445206,0.02744000032544136,0.8180729746818542
cg15213210,0.0591,0.1666,0.0785,0.0663,0.1204,0.0647,0.0222,0.0821,0.3492315411567688,0.13416577875614166,0.058679718524217606,0.07968016713857651,0.023660000413656235,0.19915200769901276
cg05576619,0.8604,0.8222,0.8098,0.7637,0.8084,0.8569,0.7097,0.1343,0.03571063280105591,0.2449822872877121,0.04826723039150238,0.7902204394340515,0.018230000510811806,0.03644600138068199
cg14345154,0.4976,0.9126,0.9038,0.8988,0.9065,0.075,0.8875,0.8714,0.885704517364502,0.8287618160247803,0.878550112247467,0.829276442527771,0.8890500068664551,0.8983619809150696
cg19866939,0.9124,0.9158,0.9122,0.9094,0.9108,0.8606,0.9122,0.892,0.9039907455444336,0.9178928136825562,0.910532534122467,0.2851647734642029,0.9089400172233582,0.8421649932861328
cg12436738,0.0125,0.0868,0.0301,0.0121,0.042,0.0132,0.0065,0.0227,0.022767936810851097,0.04120320454239845,0.011416111141443253,0.018468212336301804,0.015169999562203884,0.6536470055580139
cg26389380,0.0322,0.0252,0.3161,0.0343,0.0468,0.0316,0.0827,0.1134,0.04133524000644684,0.5085757970809937,0.2119775414466858,0.0619242824614048,0.030379999428987503,0.3215709924697876
cg27022326,0.2254,0.6956,0.6375,0.7625,0.5729,0.7792,0.7217,0.4782,0.7480116486549377,0.19875583052635193,0.8138741850852966,0.1554790884256363,0.0,0.5274360179901123
cg09909069,0.8844,0.8822,0.0818,0.2503,0.0755,0.8759,0.7846,0.7342,0.8654276728630066,0.7961744070053101,0.8802248239517212,0.8544550538063049,0.9478300213813782,0.7793650031089783
cg11190987,0.913,0.9103,0.8912,0.9102,0.9142,0.9064,0.9433,0.211,0.8472700119018555,0.6102460622787476,0.844119668006897,0.8892536163330078,0.9431599974632263,0.8225289583206177
cg12426092,0.065,0.1681,0.7631,0.2713,0.8449,0.0704,0.0356,0.058,0.027678098529577255,0.6450240612030029,0.017095275223255157,0.025784289464354515,0.004749999847263098,0.1578740030527115
cg16707895,0.9535,0.9588,0.9473,0.9592,0.9554,0.943,0.9769,0.6794,0.9249191880226135,0.9214662313461304,0.9202425479888916,0.9661027789115906,0.8891900181770325,0.8601329922676086
cg13005635,0.894,0.892,0.8956,0.8899,0.9009,0.8815,0.9077,0.823,0.34325718879699707,0.9096420407295227,0.8517163395881653,0.9135244488716125,0.8057799935340881,0.8049780130386353
cg21358380,0.8485,0.8588,0.6103,0.8953,0.7276,0.8859,0.9187,0.8957,0.9280696511268616,0.9365248084068298,0.9254353046417236,0.16917124390602112,0.9742900133132935,0.9343119859695435
cg17353893,0.9539,0.9536,0.9532,0.9496,0.9625,0.9521,0.9693,0.9411,0.9541885852813721,0.5759783387184143,0.9455168843269348,0.9640513062477112,0.97079998254776,0.9305310249328613
cg13201342,0.8779,0.8621,0.7872,0.8759,0.7818,0.8746,0.8219,0.5903,0.4556575119495392,0.8425647020339966,0.7975486516952515,0.8086052536964417,0.0,0.7479889988899231
cg19329160,0.0625,0.2268,0.1221,0.0732,0.1727,0.0582,0.0377,0.5022,0.33326563239097595,0.14434871077537537,0.009869445115327835,0.07433053106069565,0.11750999838113785,0.9438289403915405
cg13542964,0.0103,0.0145,0.0159,0.0114,0.0131,0.0139,0.0057,0.0162,0.013138415291905403,0.01795179769396782,0.01313250046223402,0.011936074122786522,0.02119000069797039,0.45531001687049866
cg09226051,0.2677,0.5207,0.6428,0.3584,0.6478,0.3312,0.1052,0.0703,0.029150156304240227,0.024516696110367775,0.011936666443943977,0.5975369215011597,0.003370000049471855,0.015625
cg21853021,0.0269,0.0789,0.0349,0.0284,0.0326,0.0382,0.0603,0.1536,0.03950205817818642,0.5900747179985046,0.7706505656242371,0.027619464322924614,0.052799999713897705,0.07733099907636642
cg09261289,0.9049,0.8951,0.8586,0.1524,0.7186,0.9058,0.8778,0.8194,0.8820067644119263,0.9319562315940857,0.8868460655212402,0.9020056128501892,0.8673700094223022,0.7900639772415161
cg16256390,0.0908,0.1742,0.0988,0.3931,0.1717,0.0857,0.0575,0.0806,0.08718381822109222,0.1115032210946083,0.08662278205156326,0.09921926259994507,0.09277000278234482,0.1516759991645813
cg25138484,0.931,0.2423,0.9066,0.9094,0.9194,0.9261,0.967,0.8506,0.8445608019828796,0.9446278214454651,0.8581876158714294,0.9091463685035706,0.836650013923645,0.7389599680900574
cg23553912,0.273,0.3187,0.3518,0.2895,0.3617,0.2956,0.2028,0.5957,0.07469745725393295,0.08062490820884705,0.05198332294821739,0.29350751638412476,0.8143100142478943,0.034668002277612686
cg05327835,0.005,0.0988,0.0168,0.007,0.0267,0.0032,0.0077,0.0137,0.06753125786781311,0.5529410243034363,0.006907500792294741,0.012274286709725857,0.0,0.9725210070610046
cg11209521,0.8886,0.8102,0.8726,0.8775,0.9051,0.8699,0.3201,0.7004,0.8728469610214233,0.9002918004989624,0.8711216449737549,0.8571009039878845,0.9454200267791748,0.9063289761543274
cg26983710,0.0394,0.2161,0.1009,0.0495,0.1836,0.0256,0.0065,0.024,0.01158380787819624,0.0300091952085495,0.014242778532207012,0.023167135193943977,0.007350000087171793,0.07016699761152267
cg26623263,0.8858,0.8492,0.8644,0.8334,0.8438,0.8807,0.9159,0.8522,0.8687782287597656,0.8202916979789734,0.8841415047645569,0.12766426801681519,0.8771100044250488,0.8271540403366089
cg23108232,0.0668,0.6324,0.1748,0.2147,0.3007,0.1876,0.7077,0.5093,0.09664920717477798,0.36153534054756165,0.08516445010900497,0.06716053932905197,0.47800999879837036,0.1557759940624237
cg24002003,0.1045,0.0787,0.2785,0.0785,0.0915,0.3719,0.1236,0.0987,0.10924571007490158,0.7602531909942627,0.29038241505622864,0.0560699924826622,0.05854000151157379,0.16839298605918884
cg24996981,0.0187,0.0268,0.0294,0.0198,0.0288,0.0208,0.0125,0.1124,0.2875022292137146,0.8268141746520996,0.1562824845314026,0.030113575980067253,0.04393000155687332,0.10487699508666992
cg12103219,0.9637,0.9665,0.8209,0.6446,0.7771,0.959,0.9844,0.9327,0.9598374962806702,0.9594791531562805,0.9680483341217041,0.974696695804596,0.9771699905395508,0.9587670564651489
cg26955540,0.7658,0.0222,0.1492,0.4005,0.3474,0.7915,0.1374,0.2382,0.6229500770568848,0.12923865020275116,0.577650785446167,0.5808410048484802,0.024460000917315483,0.5966879725456238
cg16336494,0.0696,0.3587,0.5464,0.5538,0.6271,0.1001,0.2119,0.1261,0.0575396902859211,0.1473509967327118,0.07422222197055817,0.04243374615907669,0.02717999927699566,0.23675000667572021
cg07908654,0.8392,0.8719,0.8617,0.8302,0.8791,0.7471,0.0744,0.5193,0.8531414866447449,0.8959437608718872,0.8751345276832581,0.8524446487426758,0.8430200219154358,0.8608570098876953
cg27436324,0.9028,0.3615,0.8909,0.8886,0.9041,0.8965,0.941,0.883,0.8884132504463196,0.9199575781822205,0.9039852619171143,0.9100248217582703,0.9621099829673767,0.8856328725814819
cg06721411,0.1117,0.5886,0.885,0.8819,0.9035,0.4766,0.8754,0.85,0.8732898235321045,0.8308982253074646,0.8393956422805786,0.2684183716773987,0.8896099925041199,0.7864590287208557
cg06885823,0.1102,0.9016,0.8783,0.8746,0.8716,0.108,0.9165,0.8104,0.8717203736305237,0.9241973757743835,0.8519532680511475,0.7453522682189941,0.8581799864768982,0.7847129702568054
cg12894649,0.025,0.2003,0.065,0.0527,0.2394,0.0106,0.005,0.0286,0.011055081151425838,0.022792203351855278,0.010737497359514236,0.012357321567833424,0.0014600000577047467,0.012550999410450459
cg24966702,0.0255,0.1699,0.0352,0.0242,0.0554,0.0275,0.0225,0.0334,0.017257459461688995,0.022359799593687057,0.023851662874221802,0.02841624990105629,0.01257999986410141,0.1239129900932312
cg04814450,0.0472,0.0497,0.0487,0.0424,0.0399,0.0431,0.0327,0.3609,0.06385507434606552,0.08600949496030807,0.06418637931346893,0.08293642848730087,0.10915999859571457,0.30455902218818665
cg25894071,0.9129,0.922,0.9258,0.9263,0.9232,0.9033,0.8885,0.8805,0.8841956257820129,0.7578607201576233,0.5118163228034973,0.09162036329507828,0.9551299810409546,0.8952539563179016
cg04846243,0.0132,0.0187,0.0201,0.017,0.0239,0.0114,0.0032,0.0266,0.011168891564011574,0.01668579690158367,0.011125555261969566,0.013254821300506592,0.00773000018671155,0.49967098236083984
cg01442843,0.8378,0.6378,0.1699,0.2779,0.2246,0.8288,0.3714,0.5476,0.6617972254753113,0.18569359183311462,0.509791910648346,0.29606106877326965,0.23673999309539795,0.516772985458374
cg25065131,0.746,0.7195,0.6515,0.7924,0.6622,0.8181,0.9078,0.1714,0.03211142495274544,0.13729609549045563,0.08618417382240295,0.3631719946861267,0.05503999814391136,0.039087001234292984
cg27147615,0.0292,0.0327,0.2081,0.0384,0.12,0.0295,0.0243,0.0426,0.0681166723370552,0.4443797171115875,0.5693722367286682,0.031998924911022186,0.041919998824596405,0.0456090047955513
cg00252813,0.0574,0.2403,0.3489,0.3757,0.382,0.0495,0.0553,0.072,0.0713668242096901,0.15090756118297577,0.08772611618041992,0.05525999888777733,0.04830000177025795,0.08855099976062775
cg23085343,0.0044,0.0062,0.0074,0.0061,0.0052,0.007,0.0025,0.3009,0.12915048003196716,0.020525896921753883,0.004454445093870163,0.007247141562402248,0.01408000010997057,0.5780700445175171
cg00277591,0.8738,0.9063,0.0939,0.1943,0.0775,0.8285,0.9143,0.8344,0.8949228525161743,0.9119873046875,0.8758072853088379,0.9220834374427795,0.9173200130462646,0.9026679992675781
cg19876092,0.9206,0.8966,0.8844,0.9039,0.8944,0.9105,0.8916,0.2342,0.6665334105491638,0.8940249085426331,0.7763051986694336,0.8372577428817749,0.0,0.7256820201873779
cg05343811,0.0284,0.2655,0.2027,0.1471,0.327,0.0343,0.0228,0.1778,0.12650571763515472,0.5640295743942261,0.9219977855682373,0.042694468051195145,0.08045999705791473,0.09199599921703339
cg12745160,0.0422,0.0721,0.0589,0.0428,0.0701,0.0436,0.0409,0.3141,0.032806504517793655,0.233953058719635,0.03162971884012222,0.06984017044305801,0.020579999312758446,0.14400598406791687
cg06475541,0.0628,0.0685,0.0705,0.0696,0.0678,0.0662,0.0504,0.3584,0.1044960618019104,0.3104971945285797,0.793745219707489,0.09636537730693817,0.3392300009727478,0.13481201231479645
cg26387689,0.0226,0.1341,0.0436,0.0242,0.071,0.0165,0.0097,0.019,0.013653174042701721,0.03198010101914406,0.01757694035768509,0.011182679794728756,0.0012499999720603228,0.024939998984336853
cg12463851,0.0098,0.0197,0.3069,0.0511,0.2944,0.0134,0.0185,0.0229,0.04648936912417412,0.11007796972990036,0.018370000645518303,0.0076789287850260735,0.029109999537467957,0.5866469740867615
cg09977852,0.9572,0.9565,0.9522,0.9589,0.9596,0.9511,0.9804,0.9384,0.7420423626899719,0.48058685660362244,0.2912071943283081,0.9677961468696594,0.9614099860191345,0.8391410112380981
cg03669797,0.0253,0.1731,0.0512,0.0359,0.1072,0.0207,0.0045,0.0183,0.014585553668439388,0.01693129912018776,0.010356112383306026,0.0134980333968997,0.003710000077262521,0.017301000654697418
cg13484608,0.0621,0.0706,0.0647,0.0623,0.0621,0.0618,0.0375,0.0637,0.0722903311252594,0.37612679600715637,0.523104190826416,0.06215197965502739,0.025380000472068787,0.08292200416326523
cg05715751,0.9586,0.9553,0.9506,0.9536,0.9573,0.9576,0.9837,0.6149,0.9323833584785461,0.9646898508071899,0.934843897819519,0.9656038284301758,0.9636099934577942,0.9363210797309875
cg07799219,0.9444,0.9397,0.9268,0.9179,0.9323,0.9357,0.9792,0.8808,0.8307346701622009,0.967244029045105,0.9441915154457092,0.9542762041091919,0.8898900151252747,0.5042389631271362
cg27280688,0.8624,0.8827,0.0815,0.3703,0.063,0.789,0.1126,0.632,0.7786343097686768,0.9219266772270203,0.8354003429412842,0.8690959811210632,0.7293000221252441,0.6480590105056763
cg00791190,0.8511,0.6284,0.5706,0.9429,0.838,0.9531,0.9825,0.938,0.9560080766677856,0.9675688743591309,0.9589316844940186,0.8706073760986328,0.985040009021759,0.9550400972366333
cg20057475,0.9451,0.9447,0.9384,0.9327,0.9503,0.924,0.9732,0.8151,0.9420615434646606,0.8322851657867432,0.929270327091217,0.9565809965133667,0.4069100022315979,0.8687149882316589
cg22718636,0.3594,0.3116,0.5975,0.6169,0.6722,0.4342,0.2464,0.5536,0.33211633563041687,0.31284257769584656,0.011367222294211388,0.3224964737892151,0.14065000414848328,0.9577839970588684
cg17132421,0.022,0.1499,0.0346,0.0242,0.0957,0.014,0.0063,0.0334,0.01640491746366024,0.03936320170760155,0.022045275196433067,0.01757589355111122,0.003980000037699938,0.06258600205183029
cg13995453,0.9004,0.8963,0.7554,0.1072,0.8112,0.9112,0.7707,0.7918,0.7929282784461975,0.9188080430030823,0.8498413562774658,0.863231360912323,0.8410599827766418,0.5844500064849854
cg04308797,0.9651,0.9099,0.9624,0.9629,0.969,0.9649,0.9658,0.9268,0.9522250890731812,0.39385002851486206,0.9459183812141418,0.865849494934082,0.9521499872207642,0.9513059854507446
cg21531416,0.8984,0.4274,0.9024,0.8849,0.8562,0.8656,0.8784,0.9046,0.9001340270042419,0.910440981388092,0.9156472086906433,0.9262245893478394,0.923770010471344,0.905663013458252
cg25365958,0.0924,0.1507,0.6594,0.2218,0.7509,0.1047,0.0507,0.0899,0.057690951973199844,0.21824705600738525,0.0581011101603508,0.07481177896261215,0.07683999836444855,0.06938399374485016
cg17709804,0.0144,0.0581,0.189,0.1071,0.2698,0.0139,0.0108,0.4126,0.1034122109413147,0.1731889694929123,0.029160834848880768,0.03071410395205021,0.04030999913811684,0.24046900868415833
cg24310904,0.9668,0.964,0.9506,0.959,0.9612,0.9569,0.9862,0.7465,0.9514303207397461,0.9729611873626709,0.94858717918396,0.963203489780426,0.8851500153541565,0.9404680132865906
cg17184430,0.9086,0.9181,0.8964,0.8997,0.9113,0.9001,0.9129,0.8482,0.5974999070167542,0.8504750728607178,0.1226833239197731,0.887633740901947,0.8534899950027466,0.8575729131698608
cg20065569,0.0104,0.013,0.0234,0.0108,0.0143,0.0128,0.0061,0.0104,0.026954127475619316,0.02205750159919262,0.0076808324083685875,0.007733572740107775,0.027070000767707825,0.8095499873161316
cg24890043,0.0048,0.0051,0.0106,0.0056,0.0086,0.0083,0.0023,0.0112,0.007149206008762121,0.015834100544452667,0.008663889020681381,0.005696605890989304,0.020160000771284103,0.280379980802536
cg10454937,0.0425,0.0626,0.0617,0.041,0.0666,0.045,0.0295,0.0393,0.0443103089928627,0.09862019866704941,0.04189666360616684,0.04265732318162918,0.6070500016212463,0.14281399548053741
cg06092729,0.0443,0.0468,0.2869,0.0583,0.2604,0.0442,0.0507,0.0558,0.05511856824159622,0.09014439582824707,0.05551138520240784,0.04314589127898216,0.052239999175071716,0.047436993569135666
cg08110692,0.8981,0.8661,0.8398,0.3693,0.693,0.8621,0.9187,0.8982,0.9254328608512878,0.9328871965408325,0.9058361053466797,0.8984668850898743,0.9299799799919128,0.9248930215835571
cg09149842,0.0357,0.0429,0.1726,0.045,0.2581,0.0345,0.0226,0.0584,0.038170475512742996,0.1009397953748703,0.04112611338496208,0.02572714351117611,0.04504000023007393,0.07181199640035629
