"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072655","BP","GO:0072655","establishment of protein localization to mitochondrion","34/2647","120/18723",3.81498985650392e-05,0.000589826406422012,0.000448953902899969,"HSPD1/HSPA4/LMAN1/BAG3/SH3GLB1/PDCD5/UBE2L3/RALA/GSK3A/PMPCA/MFF/DNAJA1/PMPCB/NMT1/CSNK2A2/HK2/TIMM44/FIS1/VPS11/TOMM22/GDAP1/AP3B1/TIMM50/AKT1/PRKAA1/BID/TOMM40/TIMM9/AGK/SAMM50/UBE2D3/MICALL2/LEPROT/OXA1L",34
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","29/2647","96/18723",3.83901052964946e-05,0.000590959553366154,0.000449816412169802,"HSPA8/HSPA5/HSPA1B/HSPD1/HSPA2/VAPB/EIF2S1/BAG3/TBL2/DDRGK1/CDK5RAP3/STUB1/UFL1/COPS5/EIF2AK2/ERMP1/OPTN/TMED2/TMEM33/ERLEC1/PTPN1/HSPA13/OS9/PIK3R1/NCK2/DERL1/HSPB8/RHBDD2/HSPA14",29
"GO:0006073","BP","GO:0006073","cellular glucan metabolic process","24/2647","73/18723",3.85134930800277e-05,0.000590959553366154,0.000449816412169802,"PYGB/PYGM/PFKM/PPP1CB/HMGB1/PPP1CC/PPP1CA/UGP2/PYGL/GBE1/AGL/SORBS1/PTGES3/GSK3A/GSK3B/IRS2/MTOR/GYS1/POMC/AKT1/AKT2/PHKB/PHKA1/IGF2",24
"GO:0044042","BP","GO:0044042","glucan metabolic process","24/2647","73/18723",3.85134930800277e-05,0.000590959553366154,0.000449816412169802,"PYGB/PYGM/PFKM/PPP1CB/HMGB1/PPP1CC/PPP1CA/UGP2/PYGL/GBE1/AGL/SORBS1/PTGES3/GSK3A/GSK3B/IRS2/MTOR/GYS1/POMC/AKT1/AKT2/PHKB/PHKA1/IGF2",24
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","39/2647","145/18723",3.91886713509936e-05,0.000598313039851294,0.000455413612331546,"ATP2A2/SCRIB/CAMK2A/RAP1B/RAP1A/NAPA/PPT1/LIN7C/GIPC1/SNCG/LIN7A/VPS18/SV2A/GIT1/PRKCB/GSK3B/SNAP23/DNAJC5/FMR1/RPH3A/STXBP3/CTBP2/STX4/CDK5/SNAP29/CSPG5/NRXN1/CPLX2/APBA1/PPP1R9A/PREPL/STXBP5/SNCAIP/SYT7/CACNB2/PSEN1/CPLX1/SLC32A1/BRSK1",39
"GO:0099643","BP","GO:0099643","signal release from synapse","39/2647","145/18723",3.91886713509936e-05,0.000598313039851294,0.000455413612331546,"ATP2A2/SCRIB/CAMK2A/RAP1B/RAP1A/NAPA/PPT1/LIN7C/GIPC1/SNCG/LIN7A/VPS18/SV2A/GIT1/PRKCB/GSK3B/SNAP23/DNAJC5/FMR1/RPH3A/STXBP3/CTBP2/STX4/CDK5/SNAP29/CSPG5/NRXN1/CPLX2/APBA1/PPP1R9A/PREPL/STXBP5/SNCAIP/SYT7/CACNB2/PSEN1/CPLX1/SLC32A1/BRSK1",39
"GO:0017157","BP","GO:0017157","regulation of exocytosis","50/2647","202/18723",3.99015756233204e-05,0.000607678110552662,0.000462541955512752,"ANXA1/GNAI2/ATP2A2/PDCD6IP/RAB7A/RAP1B/RAP1A/RAB10/CLASP1/GIPC1/RAB21/NOTCH1/ITGB2/RAB8A/VPS18/RALA/GIT1/RAB8B/PRKCB/HGS/RAB13/RAB3D/GSK3B/HMOX1/TSG101/RAB3C/FMR1/STXBP3/VPS4A/AP1G1/STX4/ATP9A/CDK5/SMPD3/ITGAM/MICAL1/CSPG5/SDC4/CPLX2/SNX4/APBA1/PREPL/STXBP5/SCAMP5/SYT7/ATP6AP1/CACNB2/UNC13D/CPLX1/STXBP6",50
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","84/2647","390/18723",4.04378885880505e-05,0.000614313894545334,0.000467592867255384,"FASN/ANXA1/CBR1/HADHB/HSD17B4/ACLY/ACAT1/AKR1B1/ETFA/GSTM2/CRYL1/EPHX1/ACAA1/ECH1/DECR1/AKR1C1/POR/HACD3/GSTM1/SLC27A1/ERLIN2/HADH/CRAT/ETFB/IVD/TNXB/PTGES3/HSD17B12/MIF/SLC27A3/GSTM4/ALDH3A2/BDH2/GCDH/PTGS1/CPT1A/CPT2/PLAA/ECI2/ACACA/ACOX1/SCP2/IRS2/PCCB/MTOR/LYPLA2/ILVBL/CD74/PTGR1/ACAA2/GPX4/FADS2/ABHD12/FABP3/TBXAS1/LPL/NUDT19/TECR/AKT1/PTGR2/PRKAA1/PANK2/AKT2/ACADS/RGN/ACSBG1/APPL2/SGPL1/PRKAG1/ALOX5AP/APOC1/PTGES/PLA2G4D/ACAD9/PTGES2/ACSS2/PNPLA8/ACOT8/NCOR1/ALOX12B/PLA2G4A/ACSF3/AACS/MECR",84
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","75/2647","339/18723",4.06320304983398e-05,0.000615002932162832,0.000468117337038785,"FASN/IDH1/PARK7/MTHFD1/PHGDH/AHCY/HSD17B4/EEF1G/ACLY/AHCYL2/GSTM3/ACAT1/GSTM2/PPT1/OGDH/GSTK1/PDHB/MPST/PMVK/COMT/ENOPH1/SUCLG2/GSTM1/PDHA1/UGDH/PAPSS1/HSD17B12/GSTM4/GCDH/BPNT1/MTAP/GCLC/SUCLA2/ARL6IP5/ACACA/NFS1/GLO1/HMGCS1/AASS/GDAP1/STAT5A/SMS/CBS/GPX4/BOLA2/IDUA/DCN/MSRA/PIPOX/SLC25A1/NUDT19/TECR/GSTT2/BLMH/TSTD1/PDHX/GCLM/MMS19/MICAL1/ADI1/MAT1A/ACSBG1/MTHFR/SLC35B2/ISCA2/GGT7/IBA57/ACOT9/GSTZ1/PTGES2/ACSS2/ACOT8/SULT1A4/ACSF3/CHST1",75
"GO:0042306","BP","GO:0042306","regulation of protein import into nucleus","21/2647","60/18723",4.06846544283256e-05,0.000615002932162832,0.000468117337038785,"FLNA/HSP90AB1/MAPK1/RAN/TARDBP/BAG3/MAVS/APOD/NUTF2/ZPR1/UFM1/CDK1/NUP54/CHP1/NUP62/NOLC1/PIK3R1/RAB23/CDH1/SUMO1/PSEN1",21
"GO:0032886","BP","GO:0032886","regulation of microtubule-based process","57/2647","240/18723",4.2894306537217e-05,0.000646803777834036,0.000492322956902795,"DYNC1H1/CLTC/MAP2/HSPA1B/DCTN1/NPM1/PDCD6IP/PAFAH1B1/MAPRE1/ARHGEF2/GNAI1/CKAP5/RHOA/FKBP4/STMN1/RAC1/CLASP1/ROCK2/ATAT1/MECP2/GIT1/MAPRE2/TBCD/GSK3B/EML3/TAOK1/CHMP4B/ARHGEF7/STMN2/RAE1/MAPRE3/SEMG1/DIAPH1/AKAP9/PRKAA1/MAP6D1/CAMSAP2/MARK2/ARL2/NUP62/RGN/CKAP2/BICD1/SLAIN2/FAM107A/IGBP1/SLAIN1/CHMP2B/TRIM46/CDKN1B/PSRC1/HDAC6/CEP131/CYLD/CDK5RAP2/CHMP1A/STMN3",57
"GO:0061013","BP","GO:0061013","regulation of mRNA catabolic process","43/2647","166/18723",4.32099602183439e-05,0.000649958687323709,0.000494724356557445,"VIM/KHSRP/PABPC1/NPM1/HNRNPD/YBX1/APEX1/PABPC4/MYEF2/SERBP1/TARDBP/CNOT1/DCPS/ROCK2/FXR2/RBM10/LARP1/FXR1/MTOR/ELAVL4/FMR1/YTHDF3/CELF1/YTHDF2/ZC3H14/GTPBP1/FTO/YTHDF1/GIGYF2/AKT1/CNOT2/EXOSC5/PAIP1/CNOT3/PCBP4/PUM1/EXOSC3/DIS3/EXOSC7/METTL3/MYD88/POLR2D/AGO2",43
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","61/2647","262/18723",4.41469710166754e-05,0.000662376729723475,0.000504176508141454,"HSP90AB1/ANXA2/ATP2B4/PARK7/HP/PABPC1/HNRNPD/YBX1/EIF4G1/RPL5/CSNK2A1/SEC22B/TARDBP/SNRNP70/USP7/RPL23/SGTA/GIPC1/GSK3A/CST3/USP14/RPL11/DDRGK1/RBM10/SCFD1/EIF4G2/SLIRP/CDK5RAP3/LARP1/CSNK2A2/UBXN1/GOLGA2/HMOX1/CHMP4B/MTOR/CTSA/SORL1/ELAVL4/FMR1/UBQLN4/EIF3H/RRAGA/OGT/AKT1/MT3/DKC1/TIMP1/FOXK1/NPC1/NSUN2/PAIP1/RGN/NRBP2/GABARAPL2/ATG7/APOC1/MYD88/PSEN1/DAP/MTM1/UCHL5",61
"GO:0031122","BP","GO:0031122","cytoplasmic microtubule organization","20/2647","56/18723",4.42524489482852e-05,0.000662376729723475,0.000504176508141454,"DYNC1H1/CLIP2/EZR/KPNB1/DCTN1/PAFAH1B1/RHOA/DST/CLASP1/CCDC88A/HOOK3/TUBG1/TUBGCP3/SLK/CAMSAP2/CHP1/SLAIN2/TUBGCP6/SLAIN1/STMN3",20
"GO:0035967","BP","GO:0035967","cellular response to topologically incorrect protein","33/2647","116/18723",4.50860419528558e-05,0.000673204054293619,0.000512417864531749,"HSPA8/HSPA5/HSPA1B/HSPD1/HSPA2/VAPB/EIF2S1/BAG3/TBL2/DDRGK1/CDK5RAP3/STUB1/UFL1/COPS5/EIF2AK2/ERMP1/OPTN/TMED2/CUL3/TMEM33/ERLEC1/PTPN1/AUP1/HSPA13/OS9/PIK3R1/NCK2/DERL1/HSPB8/HDAC6/RHBDD2/HSPA14/TOR1A",33
"GO:0006620","BP","GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane","8/2647","12/18723",4.58879361559923e-05,0.000680188412875352,0.000517734098275069,"HSPA5/SGTA/CHMP4B/SEC61A1/SEC61B/SEC63/SEC62/SGTB",8
"GO:1903405","BP","GO:1903405","protein localization to nuclear body","8/2647","12/18723",4.58879361559923e-05,0.000680188412875352,0.000517734098275069,"CCT2/CCT8/CCT3/CCT4/DKC1/LARP7/MEPCE/WRAP53",8
"GO:1904867","BP","GO:1904867","protein localization to Cajal body","8/2647","12/18723",4.58879361559923e-05,0.000680188412875352,0.000517734098275069,"CCT2/CCT8/CCT3/CCT4/DKC1/LARP7/MEPCE/WRAP53",8
"GO:1902683","BP","GO:1902683","regulation of receptor localization to synapse","10/2647","18/18723",4.61732470864342e-05,0.00068276033887858,0.000519691752602761,"DBN1/RAP1A/STX7/DAG1/GRIPAP1/ADAM10/ARHGAP44/GPC6/GPC4/TYROBP",10
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","66/2647","290/18723",4.65953134678349e-05,0.000687337148183738,0.000523175449463409,"PKM/GNAI2/STAT1/APEX1/CYFIP1/MYO5A/CAMK2A/RAP1B/OPA1/APPL1/POR/FBN1/RAB10/SLC27A1/RAB31/CDC5L/NCOA5/SORBS1/ROCK2/RAB8A/GSK3A/RAB8B/GRB2/PRKCB/GCLC/RAB13/GH1/RANGAP1/FYN/GSK3B/IRS2/PTK2/SORL1/SOGA1/STAT5A/CDK4/PIP4K2B/PIP4K2A/IDE/PPAT/CYBA/PTPRA/CREB1/LPL/NUCKS1/BAIAP2/OGT/AKT1/PRKAA1/CSK/GPT/AGTRAP/AKT2/ASS1/PHIP/PTPN1/SESN3/SLC39A14/RPS6KB1/PIK3R1/LEPROT/APPL2/RARRES2/MEN1/IGF2/PIP4K2C",66
"GO:0051651","BP","GO:0051651","maintenance of location in cell","52/2647","214/18723",4.80420625476297e-05,0.00070697078549006,0.00053811984327288,"ATP1A2/HSPA5/ANXA6/HSP90B1/ANK2/GSN/PARK7/APOE/CALR/DBN1/CAMK2D/PAFAH1B1/SRI/GSTM2/PLCG1/GJA1/SCIN/THY1/SUN2/LETM1/DMD/CCDC88A/FKBP1A/RANGAP1/VPS13C/ITPR2/HK2/SORL1/ARHGAP21/ANK3/PRKACA/CYBA/CDK5/RER1/DIAPH1/AKT1/AKAP9/NOL3/SYNE1/ITPR1/ARL2/SUN1/HTT/PTPRC/PTPN6/OS9/FGF2/ARL2BP/CIZ1/PSEN1/LACRT/CACNA1C",52
"GO:0001666","BP","GO:0001666","response to hypoxia","69/2647","307/18723",4.82620539906428e-05,0.00070850087432898,0.000539284489935928,"ENO1/LMNA/PGK1/HSP90B1/HSPD1/LDHA/P4HB/POSTN/HYOU1/AHCY/PHB2/ABAT/NDRG1/HP1BP3/SOD2/RHOA/OPA1/LONP1/S100B/PIN1/AK4/ALDH3A1/ROCK2/THBS1/NOTCH1/TBL2/MECP2/PLOD1/ITGA2/CD38/ADSL/SCFD1/CHCHD2/STUB1/ITPR2/HK2/HMOX1/MTOR/FIS1/SOD3/AQP1/ACAA2/CYBA/PLOD2/EGLN1/CREB1/HMOX2/PDLIM1/AKT1/MT3/PRKAA1/NOL3/ITPR1/AGTRAP/SCN2A/ICAM1/CYBB/BAD/MTHFR/VASN/ADAM17/NF1/CASP1/KCND2/XRCC1/PTN/CDKN1B/MMP14/CARD16",69
"GO:0032507","BP","GO:0032507","maintenance of protein location in cell","22/2647","65/18723",4.85214669602554e-05,0.000709637348656249,0.000540149531885928,"HSPA5/GSN/PARK7/DBN1/GJA1/SCIN/SUN2/CCDC88A/RANGAP1/VPS13C/HK2/SORL1/ANK3/CDK5/RER1/AKT1/SYNE1/ARL2/SUN1/OS9/ARL2BP/CIZ1",22
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","57/2647","241/18723",4.85718702699054e-05,0.000709637348656249,0.000540149531885928,"ANXA1/RDX/EGFR/ATP2B4/DDX3X/PHB2/APEX1/EIF4G1/CAMK2A/RPS6/GSPT1/CDK6/KHDRBS1/NASP/APPL1/FHL1/BCAT1/DDRGK1/RPL26/PLRG1/CDK4/EIF4E/PPAT/ZPR1/CDKN2A/CDK5/GIGYF2/AKT1/CUL4B/PLCB1/BID/CUL3/CUL5/MEPCE/BRD4/AIF1/ANKRD17/CUL4A/CDKN2C/PTPN6/CDK17/SDE2/CUL2/ADAM17/RPS6KB1/APPL2/CDK3/RPTOR/FAM107A/PPP6C/CUL1/PRMT2/CRLF3/WEE1/MEN1/CDKN1B/USP29",57
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","15/2647","36/18723",5.07027245034079e-05,0.000739001285303848,0.000562500267320812,"DNM2/ARL8B/HLA-DRB1/THBS1/HLA-DRA/HLA-DRB3/CD74/FCER1G/IFI30/HLA-DQB1/TRAF6/HLA-DRB4/HLA-DPB1/LGMN/HLA-DPA1",15
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","45/2647","178/18723",5.51046514149819e-05,0.000801247871884034,0.000609880051750777,"CLTC/PGAM1/AP2A1/PPP1CB/HMGB1/PPP1CA/SCARB2/USP7/SORBS1/APP/GSK3A/GIT1/GPD1/ZBTB20/GSK3B/IRS2/MTOR/NNMT/SOGA1/POMC/NLN/OGT/ARPP19/AKT1/SMPD3/PRKAA1/RANBP2/FOXK1/GPT/AKT2/PGP/HDAC4/DUSP12/ARL2/BAD/RGN/WDR5/PRKAG1/BCKDK/P2RX7/PLEK/NCOR1/IGF2/PSEN1/LCMT1",45
"GO:0006695","BP","GO:0006695","cholesterol biosynthetic process","20/2647","57/18723",5.91839650322227e-05,0.000856484536615602,0.00065192414463032,"APOE/ACLY/CYB5R3/PMVK/SEC14L2/POR/ERLIN2/FDPS/APOB/HMGCS1/ACAA2/CYP51A1/PRKAA1/DHCR7/NSDHL/IDI1/LBR/LSS/FGF1/EBP",20
"GO:1902653","BP","GO:1902653","secondary alcohol biosynthetic process","20/2647","57/18723",5.91839650322227e-05,0.000856484536615602,0.00065192414463032,"APOE/ACLY/CYB5R3/PMVK/SEC14L2/POR/ERLIN2/FDPS/APOB/HMGCS1/ACAA2/CYP51A1/PRKAA1/DHCR7/NSDHL/IDI1/LBR/LSS/FGF1/EBP",20
"GO:0019395","BP","GO:0019395","fatty acid oxidation","30/2647","103/18723",6.08730647392615e-05,0.000878845877925934,0.000668944765182478,"HADHB/HSD17B4/ACAT1/ETFA/ACAA1/ECH1/DECR1/POR/HADH/CRAT/ETFB/IVD/BDH2/GCDH/CPT1A/CPT2/ECI2/ACOX1/SCP2/IRS2/MTOR/ILVBL/ACAA2/FABP3/AKT1/PRKAA1/AKT2/ACADS/APPL2/ACOT8",30
"GO:0009165","BP","GO:0009165","nucleotide biosynthetic process","59/2647","254/18723",6.2599834704758e-05,0.000901644317315936,0.000686298088520882,"ENO1/ALDOA/IDH2/MTHFD1/MAPK1/ATIC/AK1/ACLY/PAICS/NME1/CAD/NADK2/ACAT1/IMPDH2/PRPS1/PPT1/PDHB/GUK1/PDHA1/AK4/PAPSS1/QPRT/CMPK1/HSD17B12/DTYMK/AMPD2/RRM1/DUT/GCDH/STOML2/ADSL/PRPSAP2/PRPS2/COASY/ACACA/AK2/DCAKD/NNMT/ADK/PPAT/CTPS2/SLC25A1/TECR/PANK4/DCK/NME3/PANK2/PDHX/AK5/UPP1/AMPD3/ACSBG1/SLC35B2/UQCC3/NADSYN1/RRM2/ACSS2/ACSF3/HAAO",59
"GO:0007584","BP","GO:0007584","response to nutrient","44/2647","174/18723",6.5848870220945e-05,0.000945111811986366,0.000719383927284788,"EEF2/EGFR/GNAI2/LDHA/POSTN/STAT1/AHCY/COL1A1/SOD2/POR/AGL/OXCT1/SRSF2/DCPS/ALDH3A1/IGFBP2/ITGA2/ADSL/GCLC/TRIM25/HAT1/SNW1/SPP1/HMGCS1/SPARC/HMOX1/MTOR/GDAP1/DAD1/SLC16A1/LPL/OGT/ENSA/GCLM/TRIM24/ASS1/ALPL/CYBB/MTHFR/NQO1/PTN/ARSB/AACS/C2",44
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","35/2647","128/18723",6.62367538120459e-05,0.000945111811986366,0.000719383927284788,"FASN/HSD17B4/ACLY/ACAT1/PPT1/OGDH/PDHB/PMVK/SUCLG2/PDHA1/PAPSS1/MCCC2/HSD17B12/GCDH/BPNT1/SUCLA2/COASY/ACACA/HMGCS1/DCAKD/AASS/PIPOX/SLC25A1/NUDT19/TECR/PANK4/PANK2/PDHX/ACSBG1/SLC35B2/ACOT9/ACSS2/ACOT8/SULT1A4/ACSF3",35
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","35/2647","128/18723",6.62367538120459e-05,0.000945111811986366,0.000719383927284788,"FASN/HSD17B4/ACLY/ACAT1/PPT1/OGDH/PDHB/PMVK/SUCLG2/PDHA1/PAPSS1/MCCC2/HSD17B12/GCDH/BPNT1/SUCLA2/COASY/ACACA/HMGCS1/DCAKD/AASS/PIPOX/SLC25A1/NUDT19/TECR/PANK4/PANK2/PDHX/ACSBG1/SLC35B2/ACOT9/ACSS2/ACOT8/SULT1A4/ACSF3",35
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","35/2647","128/18723",6.62367538120459e-05,0.000945111811986366,0.000719383927284788,"FASN/HSD17B4/ACLY/ACAT1/PPT1/OGDH/PDHB/PMVK/SUCLG2/PDHA1/PAPSS1/MCCC2/HSD17B12/GCDH/BPNT1/SUCLA2/COASY/ACACA/HMGCS1/DCAKD/AASS/PIPOX/SLC25A1/NUDT19/TECR/PANK4/PANK2/PDHX/ACSBG1/SLC35B2/ACOT9/ACSS2/ACOT8/SULT1A4/ACSF3",35
"GO:0006692","BP","GO:0006692","prostanoid metabolic process","18/2647","49/18723",6.88446506487699e-05,0.000977754143051251,0.000744230054504206,"ANXA1/CBR1/AKR1B1/AKR1C1/GSTM1/PTGES3/MIF/PTGS1/PLAA/ACOX1/CD74/PTGR1/TBXAS1/PTGR2/PTGES/PTGES2/PNPLA8/PLA2G4A",18
"GO:0006693","BP","GO:0006693","prostaglandin metabolic process","18/2647","49/18723",6.88446506487699e-05,0.000977754143051251,0.000744230054504206,"ANXA1/CBR1/AKR1B1/AKR1C1/GSTM1/PTGES3/MIF/PTGS1/PLAA/ACOX1/CD74/PTGR1/TBXAS1/PTGR2/PTGES/PTGES2/PNPLA8/PLA2G4A",18
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","42/2647","164/18723",6.99498759990958e-05,0.000991145922799254,0.000754423378708041,"HSP90AB1/HSPA1B/PARK7/CLU/USP5/RPL5/CSNK2A1/RAD23B/USP7/RPL23/SGTA/GIPC1/UBQLN2/DNAJB2/GSK3A/USP14/GCLC/UBE2V2/RPL11/DDRGK1/STUB1/CSNK2A2/UBXN1/GSK3B/UFL1/PTK2/UBQLN4/EIF3H/CCDC22/CSNK1E/OGT/AKT1/UBE3A/RAD23A/HECTD1/DAB2/CSNK1A1/GBA/ARIH1/SUMO1/PSEN1/UCHL5",42
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","21/2647","62/18723",7.06732855971863e-05,0.000999078136902817,0.000760461084788438,"HLA-A/DNM2/CALR/HLA-C/HLA-DRB1/TAP1/HLA-DRA/HLA-DRB3/TAP2/TAPBP/CD74/FCER1G/IFI30/IDE/HLA-DQB1/TRAF6/HLA-DRB4/HLA-DPB1/LGMN/HLA-DPA1/ERAP2",21
"GO:0007596","BP","GO:0007596","blood coagulation","52/2647","217/18723",7.09828052767249e-05,0.000999547778350968,0.000760818558375268,"FLNA/ACTB/MYH9/TLN1/ANXA5/ANXA2/PPIA/PRDX2/APOE/GNAS/ABAT/F13A1/PABPC4/LMAN1/VTN/THBS1/ENTPD2/ITGA2/APOH/SERPIND1/CD9/PDGFRA/ITGB3/ILK/SERPINE2/FCER1G/F12/AP3B1/ENTPD1/STXBP3/EPHB2/METAP1/BLOC1S3/MMRN1/VKORC1/SERPINB2/PTPN6/PLSCR1/BLOC1S4/DGKZ/COL3A1/P2RY12/F3/FIBP/SERPINE1/GP1BB/VAV3/PLEK/WAS/KLKB1/PLA2G4A/ANO6",52
"GO:0071763","BP","GO:0071763","nuclear membrane organization","14/2647","33/18723",7.10338522685967e-05,0.000999547778350968,0.000760818558375268,"DCTN1/NSFL1C/PAFAH1B1/TMEM43/TARDBP/TOR1AIP1/EMD/PRKCB/CHMP4B/UBE2I/VPS4A/NEK6/UBXN2B/TOR1A",14
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","23/2647","71/18723",7.19059198332951e-05,0.00100949299407341,0.000768388486349258,"SPTBN1/MYH10/PDCD6IP/RHOA/STMN1/RHOC/ROCK2/RAB35/CHMP4B/ANK3/SNX18/VPS4A/RHOB/CHMP6/NUSAP1/NUP62/CKAP2/SNX9/ANLN/KIF4A/CHMP2B/USP8/CHMP1A",23
"GO:0032092","BP","GO:0032092","positive regulation of protein binding","26/2647","85/18723",7.50582225045811e-05,0.00105133157072357,0.000800234453356423,"HSP90AB1/ANXA2/APOE/FLOT1/PPP2CA/RAN/MAPRE1/ADD2/HIP1R/VTN/PIN1/APP/FKBP1A/RPL11/GSK3B/SPON1/EPB41/IDE/MAPRE3/CDK5/STK4/TRIM21/DTX3L/MEN1/DERL1/PSEN1",26
"GO:0007612","BP","GO:0007612","learning","38/2647","144/18723",7.6438037596118e-05,0.00106820845674941,0.000813080510717709,"ATP1A2/ACTR2/PPT1/COMT/ARF4/NLGN3/RIC8A/APP/MECP2/PPP3CB/GIT1/PPP1R9B/UBA6/FYN/PPP1R1B/NLGN4X/MTOR/ELAVL4/ATP8A1/SLC8A2/CREB1/CDK5/YTHDF1/DLG4/EPHB2/KRAS/SLC12A5/HTT/NRXN1/UBE3A/NF1/GRM5/LGMN/SLC6A1/TANC1/NTRK2/PTN/BRSK1",38
"GO:0034340","BP","GO:0034340","response to type I interferon","20/2647","58/18723",7.84291102001977e-05,0.00109353099541691,0.000832355084460642,"HSP90AB1/STAT1/SHMT2/ADAR/CDC37/MAVS/MX1/TTLL12/YTHDF3/YTHDF2/ISG15/IFIT1/LSM14A/IRF3/PTPN1/PTPN6/METTL3/CACTIN/MYD88/TRIM56",20
"GO:1901293","BP","GO:1901293","nucleoside phosphate biosynthetic process","59/2647","256/18723",7.91023339747226e-05,0.00110040536123834,0.000837587595809555,"ENO1/ALDOA/IDH2/MTHFD1/MAPK1/ATIC/AK1/ACLY/PAICS/NME1/CAD/NADK2/ACAT1/IMPDH2/PRPS1/PPT1/PDHB/GUK1/PDHA1/AK4/PAPSS1/QPRT/CMPK1/HSD17B12/DTYMK/AMPD2/RRM1/DUT/GCDH/STOML2/ADSL/PRPSAP2/PRPS2/COASY/ACACA/AK2/DCAKD/NNMT/ADK/PPAT/CTPS2/SLC25A1/TECR/PANK4/DCK/NME3/PANK2/PDHX/AK5/UPP1/AMPD3/ACSBG1/SLC35B2/UQCC3/NADSYN1/RRM2/ACSS2/ACSF3/HAAO",59
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","60/2647","262/18723",8.36690507321057e-05,0.00116128839277493,0.000883929492901863,"COL6A3/ANXA2/C4B/C4A/PARK7/SERPINH1/PEBP1/DDX3X/CSNK2A1/SFN/LTF/ITIH4/PAK2/VTN/POR/CSTB/PICALM/THBS1/PI16/TMED10/APP/ITIH3/CST3/USP14/SERPIND1/UBE2O/UBXN1/A2ML1/SERPINE2/SORL1/CD109/AQP1/AMBP/SERPINB5/RPS6KA3/C5/AKT1/MT3/BST2/NOL3/DNAJB6/LAMTOR5/TIMP1/ECM1/USP47/SERPINF1/MICAL1/SERPINB2/ITIH5/ARL6IP1/LCN1/IGBP1/PIH1D1/SERPINE1/NLE1/LPA/SERPINB12/SERPINA6/CARD16/UCHL5",60
"GO:0009081","BP","GO:0009081","branched-chain amino acid metabolic process","10/2647","19/18723",8.51159496622162e-05,0.00117602512350035,0.000895146543720759,"ALDH6A1/ACAT1/IVD/BCAT1/ILVBL/BCKDHA/HIBCH/HIBADH/SDSL/BCKDK",10
"GO:0051444","BP","GO:0051444","negative regulation of ubiquitin-protein transferase activity","10/2647","19/18723",8.51159496622162e-05,0.00117602512350035,0.000895146543720759,"PARK7/RPL5/RPS20/RPL23/RPL11/RPS15/BAG2/MAD2L1/DTX3L/PSEN1",10
"GO:0010970","BP","GO:0010970","transport along microtubule","40/2647","155/18723",8.58124077294563e-05,0.00118297149887989,0.000900433866064581,"DYNC1H1/HSPA8/MAP2/PAFAH1B1/KIF5B/CDC42/KIF5C/FLOT2/COPG1/OPA1/RAB1A/DST/ARL8B/SUN2/BAG3/ARL8A/RAB21/APP/PURA/MAPK8IP3/ARHGAP21/AP3B1/AP3B2/KIF3B/BLOC1S3/SUN1/HTT/DLG2/KIF1A/ACTR10/BLOC1S2/BLOC1S4/BICD1/APBA1/TMEM201/TUB/KIF4A/TRIM46/HDAC6/CEP131",40
"GO:1904376","BP","GO:1904376","negative regulation of protein localization to cell periphery","12/2647","26/18723",8.68532005428548e-05,0.00119462273809733,0.00090930235561225,"CLTC/AP2M1/PICALM/GBP1/CSK/PPP2R5A/HECTD1/DAB2/TMBIM1/ABI3/BCL2L1/LRRC15",12
"GO:0006836","BP","GO:0006836","neurotransmitter transport","50/2647","208/18723",8.89638444057772e-05,0.00121816636274906,0.000927222886230616,"GFAP/ATP1A2/ATP2A2/PARK7/SCRIB/FLOT1/SLC1A3/CAMK2A/RAP1B/RAP1A/NAPA/PPT1/LIN7C/GIPC1/SNCG/LIN7A/VPS18/SV2A/GIT1/PRKCB/GSK3B/ITGB3/SNAP23/DNAJC5/FMR1/SLC6A9/RPH3A/STXBP3/CTBP2/SLC6A11/STX4/CDK5/SNAP29/CSPG5/NRXN1/CPLX2/APBA1/SLC6A1/PPP1R9A/PREPL/STXBP5/KCNJ10/SNCAIP/SYT7/CACNB2/PSEN1/CPLX1/SLC32A1/BRSK1/TOR1A",50
